Year,Month,Date,Hours,Minutes,Name,Latitude,Longitude,Focal Depth (km),Magnitude,Deaths,Injuries,Damage
2016,8,24,1,36,"ITALY: ACCUMOLI, ARQUATA, AMATRICE",42.704,13.238,4,6.2,299,368,5000
2016,8,24,10,34,MYANMAR (BURMA): CHAUK,20.923,94.569,82,6.8,4,20,10
2016,9,10,12,27,TANZANIA: LAKE VICTORIA; UGANDA: RAKAI,-1.036,31.618,40,5.9,23,252,458
2016,9,12,11,33,SOUTH KOREA: GYEONGJU,35.781,129.216,13,5.4,1,14,21
2016,9,28,16,49,NICARAGUA: LEON,12.442,-86.515,8,5.5,1,5,
2016,10,30,6,40,ITALY: NORCIA,42.84,13.11,9,6.6,2,20,200
2016,11,27,23,35,"NEPAL: MOUNT AMA DABLAM, CHARIKHARKA",27.802,86.532,10,5.4,1,1,
2016,11,29,20,9,POLAND: RUDNA,51.613,16.157,5,4.2,8,9,
2016,12,1,22,40,"PERU: PUNO, LAMPA",-15.44,-70.93,10,6.2,1,17,
2016,12,6,22,3,INDONESIA: SUMATRA: ACEH: PIDIE JAYA,5.283,96.168,13,6.5,104,857,100
2016,12,19,7,11,ECUADOR: ESMERALDAS,0.93,-79.84,6,5.4,3,47,
2017,1,6,2,33,IRAN: KHONJ,28.2,53.107,10,5,4,4,
2017,1,18,10,14,ITALY: FARINDOLA,42.529,13.282,9,5.7,34,11,18
2017,2,10,14,4,PHILIPPINES: SURIGAO DEL NORTE,9.907,125.452,15,6.5,8,202,40
2017,3,5,0,8,PHILIPPINES: SURIGAO DEL NORTE,9.831,125.496,11,5.7,1,45,
2017,3,13,14,20,MYANMAR (BURMA): THARRAWADDY,17.399,96,10,5.1,2,36,
2017,4,5,6,9,IRAN: SEFID SANG,35.776,60.436,13,6.1,2,11,
2017,4,10,23,54,"EL SALVADOR: SAN SALVADOR,SOYAPANGO",13.766,-89.155,10,4.8,1,3,
2017,5,10,21,58,"CHINA: XINJIANG: QUZGUN, TAXKORGAN TAJIK",37.643,75.31,8,5.4,8,23,123
2017,5,13,18,0,IRAN: KHORASAN,37.769,57.206,8,5.6,3,400,
2017,5,25,9,55,TANZANIA: MWANZA,-3.043,32.888,10,4.4,1,18,
2017,6,12,12,28,GREECE: LESBOS,38.93,26.365,12,6.3,1,15,
2017,6,14,7,29,"GUATEMALA: QUETZALTENANGO, SUCHITEPEQUEZ; MEXICO",14.909,-92.009,93,6.9,5,30,
2017,7,6,8,3,PHILIPPINES: LEYTE,11.127,124.629,11,6.5,4,448,5
2017,7,18,2,6,PERU: AREQUIPA,-16.416,-73.636,44,6.4,1,1,
2017,7,20,22,31,"TURKEY: BODRUM, DATCA; GREECE: KOS",36.929,27.414,7,6.6,2,500,
2017,8,8,13,19,CHINA: SICHUAN PROVINCE: ABA,33.193,103.855,9,6.5,25,525,500
2017,8,13,16,51,PERU: JUNIN,-10.721,-74.566,32,5.8,1,2,
2017,8,21,18,57,ITALY: ISCHIA ISLAND,40.783,13.939,3,4.2,2,42,
2017,9,8,4,49,"MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA",14.761,-94.103,46,8.2,98,251,4000
2017,9,19,18,14,"MEXICO: MEXICO CITY, MORELOS, PUEBLA",18.339,-98.68,39,7.1,369,6000,8000
2017,9,23,12,53,MEXICO: OAXACA,16.626,-95.078,10,6.1,5,7,
2017,11,12,18,18,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.911,45.959,19,7.3,630,12900,750
2017,12,15,16,47,INDONESIA: JAVA,-7.734,108.023,92,6.5,4,36,
2017,12,20,19,57,IRAN: ALBORZ,35.654,50.949,10,4.9,2,115,
2017,12,27,21,24,"IRAN: ALBORZ, TEHRAN",35.692,50.9,10,4,1,57,
2018,1,14,9,18,PERU: YAUCA,-15.776,-74.744,36,7.1,2,139,
2018,1,23,6,34,INDONESIA: JAVA: BANTEN,-7.196,105.918,44,6,1,11,
2018,1,31,7,7,AFGHANISTAN; PAKISTAN: BALUCHISTAN,36.543,70.816,191,6.1,2,15,
2018,2,6,15,50,TAIWAN: HUALIEN,24.174,121.653,11,6.4,17,291,
2018,2,25,17,44,"PAPUA NEW GUINEA: S HIGHLANDS, HELA; INDONESIA",-6.068,142.768,23,7.5,145,300,290
2018,4,18,6,28,INDONESIA: JAVA: BANJARNEGARA,-7.21,109.65,4,4.4,3,21,
2018,5,5,8,58,POLAND: SILESIAN: JASTRZEBIE-ZDROJ,50.11,18.71,10,4.1,5,2,
2018,6,5,18,40,AZERBAIJAN: SHAKI-ZAQATALA,41.526,46.785,24,5.3,1,31,
2018,6,17,22,58,JAPAN: OSAKA,34.833,135.612,11,5.5,5,380,7000
2018,7,21,7,58,INDONESIA: SUMATRA: SOLOK,-0.965,100.771,10,5.2,1,2,
2018,7,28,22,47,INDONESIA: LOMBOK ISLAND,-8.274,116.491,6,6.4,17,355,
2018,8,5,11,46,INDONESIA: LOMBOK ISLAND,-8.287,116.452,31,6.9,560,7733,509
2018,8,9,5,25,INDONESIA: LOMBOK ISLAND,-8.394,116.208,10,5.9,2,24,
2018,8,19,4,10,INDONESIA: LOMBOK ISLAND,-8.325,116.577,8,6.3,2,1,
2018,8,19,14,56,INDONESIA: LOMBOK ISLAND,-8.324,116.626,26,6.9,10,24,
2018,8,25,22,13,IRAN: KERMANSHAH,34.663,46.277,10,6,2,267,
2018,9,5,18,7,JAPAN: HOKKAIDO,42.671,141.933,33,6.6,44,660,2000
2018,9,7,6,23,IRAN: KERMAN,28.342,59.315,10,5.5,1,2,
2018,9,28,10,2,INDONESIA: SULAWESI,-0.178,119.84,10,7.5,4340,10679,1500
2018,10,7,0,11,HAITI: PORT-DEX-PAIX,20.041,-72.975,12,5.9,18,580,
2018,10,10,18,44,"INDONESIA: MADURA ISLAND, JAVA",-7.456,114.453,9,6,4,36,
2018,11,25,16,37,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.304,45.74,10,6.3,1,759,
2019,1,12,8,58,POLAND: RUDNA,51.52,16.09,2,3.8,1,6,
2019,1,22,22,35,POLAND: RYDULTOWY,50.08,18.39,10,3.4,1,8,
2019,2,22,10,17,"ECUADOR: AZUAY, MANABI, MORONA SANT.; PERU",-2.199,-77.023,132,7.5,1,9,
2019,2,25,5,15,CHINA: SICHUAN PROVINCE: RONGXIAN,29.498,104.632,10,4.9,2,12,2
2019,3,1,8,50,PERU: AREQUIPA,-14.684,-70.127,257,7,1,1,
2019,4,18,5,1,TAIWAN: HUALIEN,23.989,121.693,20,6.1,1,16,
2019,4,22,9,11,PHILIPPINES: PAMPANGA PROVINCE,14.924,120.497,20,6.1,18,183,50
2019,5,26,7,41,"PERU: LA LIBERTAD, CAJAMARCA; ECUADOR",-5.796,-75.298,110,8,2,30,
2019,5,30,9,3,EL SALVADOR: SAN SALVADOR,13.199,-89.306,58,6.6,1,1,
2019,6,17,14,55,CHINA: SICHUAN: YIBIN,28.405,104.957,10,5.8,13,200,1300
2019,7,8,7,0,IRAN: MASJED-E SOLEYMAN,31.775,49.542,10,5.7,1,128,
2019,7,9,12,37,"PHILIPPINES: MINDANAO: MAKILALA, TULUNAN",6.802,125.169,24,5.6,1,3,
2019,7,14,9,10,INDONESIA: MOLUCCA ISLANDS: N,-0.529,128.093,10,7.3,8,134,
2019,7,26,23,37,PHILIPPINES: BATANES: ITBAYAT,20.807,121.986,10,6,9,64,0.925
2019,8,2,12,3,INDONESIA: JAVA: BANTEN,-7.267,104.825,53,6.9,6,3,
2019,9,7,22,42,CHINA: SICHUAN PROVINCE: NEIJIANG,29.573,105.064,10,5.1,1,63,
2019,9,24,11,1,PAKISTAN: MIRPUR DISTRICT,33.106,73.766,10,5.6,39,746,17
2019,9,25,23,46,INDONESIA: MALUKU: AMBON,-3.45,128.347,18,6.5,31,179,
2019,9,26,10,59,TURKEY: ISTANBUL,40.89,28.173,10,5.7,1,34,
2019,10,10,4,39,INDONESIA: PASSO,-3.65,128.216,54,5,1,2,
2019,10,16,11,37,"PHILIPPINES: MINDANAO: COTABATO, DAVAO",6.712,125.005,14,6.4,7,215,
2019,10,29,1,4,"PHILIPPINES: MINDANAO: COTABATO, DAVAO",6.802,125.04,15,6.6,12,417,
2019,11,12,10,10,INDONESIA: MALUKU: AMBON,-3.61,128.299,50,5,2,3,
2019,11,14,16,17,INDONESIA: MOLUCCA ISLANDS: N,1.6,126.416,33,7.1,1,3,
2019,11,25,1,18,CHINA: GUANGXI PROVINCE,22.96,106.711,10,5,1,4,
2019,11,26,2,54,"ALBANIA: DURRES, THUMANE, TIRANA",41.521,19.559,20,6.4,51,2000,1081
2019,12,15,6,11,PHILIPPINES: MINDANAO: DAVAO,6.708,125.188,22,6.8,13,210,
2020,1,19,13,27,CHINA: XINJIANG PROVINCE,39.831,77.106,6,6,1,2,
2020,1,24,17,55,TURKEY: ELAZIG AND MALATYA PROVINCES,38.39,39.081,12,6.7,41,1600,
2020,2,23,16,0,TURKEY: VAN; IRAN,38.482,44.367,10,6,10,60,
2020,3,22,5,24,BALKANS NW: CROATIA: ZAGREB,45.897,15.966,10,5.4,1,27,6000
2020,5,7,20,18,"IRAN: TEHRAN, DAMAVAND",35.725,52.044,10,4.6,2,22,
2020,5,18,13,48,CHINA: YUNNAN PROVINCE: QIAOJIA,27.296,103.281,10,5.2,4,24,
2020,6,14,14,24,TURKEY: BINGOL,39.421,40.697,10,5.9,1,17,
